2218
476,1,3,5
477,1,3,1
478,1,3,0
489,1,1,0
489,11843,0,0
491,1,0,1
492,1,0,1
493,1,1,0
497,1,1,1
498,1,56,9
500,1,0,2
500,11844,0,0
502,1,6,0
505,1,2,0
509,1,1,0
511,1,1,0
520,1,1,0
521,1,2,0
524,1,3,2
525,1,2,0
525,11845,0,0
526,1311,0,0
526,1,3,2
526,11845,0,0
527,1,1,0
529,1,1,0
531,1,2,0
535,1,0,6
535,11846,0,0
543,1,5,3
544,1,1,0
544,543,0,0
544,11850,0,0
544,11847,0,0
547,1,1,2
552,1,0,11
558,1,1,0
562,1,1,0
564,1,3,0
568,1,2,12
570,1,2,0
571,1,12,17
579,1,3,2
580,1,1,0
581,1,1,0
582,1,1,1
585,1,0,1
586,1,1,0
587,1,2,0
591,1,2,0
600,1,0,1
603,1,1,0
606,1,2,0
607,1,8,3
607,11852,0,0
608,1,9,2
612,1,1,0
614,1,1,0
621,1,1,1
622,1,1,0
624,1,2,1
625,1,1,0
626,1,0,2
629,1,1,0
633,1,1,0
633,11853,0,0
633,11854,0,0
638,1,1,0
642,1,1,1
643,1,3,1
646,1,0,3
648,649,0,0
648,1,0,1
649,1,1,0
652,1,1,0
654,1,0,1
658,1,3,0
658,11855,0,0
661,1,1,0
666,1,0,1
667,1,2,0
667,317,0,0
673,1,1,0
674,1,1,2
675,1,1,0
676,1,4,0
677,1,17,24
680,1,4,2
681,1,1,0
682,1,1,0
683,1,0,1
693,1,18,20
694,1,1,1
705,1,1,1
706,1,10,6
706,707,0,0
707,1,3,2
709,1,1,0
710,3051,0,0
710,1,7,14
712,1,1,1
716,1,2,0
718,1,1,1
719,1,1,0
719,718,0,0
722,3051,0,0
722,1,4,6
725,1,0,1
734,1,1,1
736,1,3,0
742,1,0,1
750,1,1,0
757,1,0,1
758,1,1,2
760,1,11,7
763,1,11,4
766,1,2,0
766,1797,0,0
769,1,1,2769,11857,0,0
774,1,9,4
780,1,1,1
788,1,8,3
791,1,1,0
796,1,1,2
798,1,2,0
800,1,0,1
810,1,3,2
813,1,19,20
814,813,0,0
814,1,1,2
815,1,7,2
815,11860,0,0
816,1,1,0
816,11861,0,0
817,1,4,0
823,1,1,1
825,1,2,0
826,1,2,1
828,1,0,1
829,1,1,1
835,1,1,4
839,1,3,15
844,1,1,0
847,1,2,0
848,1,0,1
849,1,70,98
851,1,1,0
852,1,8,3
855,1,5,4
858,1,3,0
868,1,2,0
874,1,1,0
875,1,2,5
875,11862,0,0
879,1,2,1
881,1,0,1
889,1,2,0
892,1,1,0
898,1,5,5
899,1,1,0
899,11864,0,0
899,11863,0,0
900,1,2,2
902,1,1,0
905,1,1,0
907,1,2,2
911,1,2,0
912,1,4,2
914,1,1,1
917,1,1,0
920,1,1,1
921,1,2,1
924,1,1,0
926,1,0,1
930,1,1,0
931,1,1,1
932,1,1,2
934,1,3,2
938,1,1,1
939,1,3,0
944,1,3,0
945,1,1,0
947,1,2,1
949,1,7,0
950,1,1,0
952,1,5,1
955,1,4,4
959,1,1,0
960,1,1,0
977,1,0,1
980,1,2,1
982,1,4,0
984,1,4,5
986,1,1,1
989,1,1,1
997,1,6,0
998,1,2,0
999,1,10,12
1004,1,1,2
1005,1,2,0
1007,1,2,0
1009,1,1,3
1015,1,1,0
1017,1,1,1
1020,1,1,1
1021,1,3,2
1027,1,1,0
1028,1,1,0
1031,1,0,1
1037,1,1,0
1046,1,4,4
1047,1,1,0
1053,1,114,75
1056,1,0,1
1060,1,1,1
1064,1,1,0
1065,1,1,0
1067,1,1,0
1067,11865,0,0
1071,1,1,0
1073,1,2,0
1082,1,0,1
1085,1,0,1
1096,1,0,10
1100,1,4,2
1101,1,1,0
1102,1,1,1
1109,1,1,2
1110,1,1,1
1110,1222,0,0
1111,11867,0,0
1111,1,0,1
1112,1,1,0
1113,1,15,25
1117,1,1,0
1117,1113,0,0
1120,1,5,6
1121,1,0,1
1122,1,1,0
1123,1,8,3
1123,11869,0,0
1127,1,8,8
1133,1,4,1
1134,1,0,1
1137,1,1,1
1138,1,4,0
1139,1,5,0
1139,1138,0,0
1142,1,1,1
1145,1,1,0
1149,1,1,2
1154,1,1,0
1160,1,1,0
1162,1,2,0
1162,1163,0,0
1163,1,38,27
1164,1,3,0
1174,1,1,2
1179,1,50,6
1179,11870,0,0
1179,11871,0,0
1180,1,2,2
1183,1,1,0
1186,1,1,0
1187,1,1,1
1188,1,1,0
1190,1,9,23
1191,1,0,1
1193,1,2,0
1194,1,2,1
1196,1,6,3
1201,1,0,7
1201,11872,0,0
1205,1,3,1
1205,1222,0,0
1207,1,6,2
1207,11873,0,0
1207,1730,0,0
1208,1,24,25
1208,5026,0,0
1211,1,117,19
1212,2809,0,0
1212,1,27,13
1213,1,1,0
1213,11872,0,0
1217,1,0,1
1218,1,76,95
1222,1,42,152
1224,1,115,130
1225,1,14,31
1225,1218,0,0
1225,2952,0,0
1226,1,6,12
1230,1,16,11
1234,1,7,6
1234,1211,0,0
1234,5026,0,0
1234,11877,0,0
1236,1,10,9
1236,11872,0,0
1239,1,22,25
1240,1,1,2
1240,5254,0,0
1240,1245,0,0
1242,1,7,0
1242,11872,0,0
1245,1,69,174
1248,1,1,2
1249,1,0,2
1251,1,2,4
1255,1,0,1
1259,1,3,3
1259,11878,0,0
1262,1,16,6
1265,1,1,1
1268,1,2,2
1271,1,1,0
1272,1,1,0
1273,1,0,3
1276,1,1,0
1281,1,0,1
1286,1,19,7
1288,1,1,2
1288,11879,0,0
1292,1,2,9
1293,1,3,3
1295,1,0,1
1299,1,1,0
1306,1,1,0
1310,1,3,2
1310,1226,0,0
1311,1,1,0
1312,1,0,1
1312,527,0,0
1316,1,2,1
1321,1,1,0
1322,1,0,13
1324,1,2,0
1325,1,1,0
1327,1,0,3
1329,1,0,1
1331,1,1,0
1332,1,2,0
1332,11881,0,0
1334,1,1,1
1336,1,1,0
1337,1,1,0
1337,11884,0,0
1337,11883,0,0
1337,11882,0,0
1338,1,1,0
1339,3466,0,0
1339,1,5,6
1339,11885,0,0
1341,1,2,2
1342,1,6,7
1343,1342,0,0
1343,1,1,0
1344,1,0,2
1345,1,3,2
1346,1,20,18
1354,1,13,16
1356,1,0,2
1357,1,0,1
1360,1,8,4
1362,1,2,0
1366,1,1,0
1367,1,1,0
1369,1,2,5
1371,1,2,0
1374,1,0,1
1376,1,2,1
1385,1,0,1
1386,1,2,0
1388,1,2,3
1394,1,0,2
1395,1,1,1
1398,1,0,1
1399,1,0,1
1404,1,1,2
1422,1,0,3
1423,1,0,3
1430,1,1,1
1437,1,1,0
1440,1,1,0
1445,11886,0,0
1445,1,1,0
1453,1,1,0
1457,1,1,4
1470,1,1,4
1472,1,0,1
1473,1,2,0
1474,1,0,2
1474,11888,0,0
1478,1,3,0
1479,1,1,0
1480,1,6,11
1481,1,1,0
1483,1,0,2
1484,1,0,1
1486,1,1,0
1489,1,2,0
1491,1,1,0
1493,1,1,0
1494,1,3,0
1495,1,3,3
1496,1,1,2
1503,1,1,0
1505,1,1,0
1509,1,1,1
1512,1,1,0
1512,1513,0,0
1513,1,1,0
1514,1,1,2
1515,1,0,2
1523,1,4,5
1524,1,5,5
1528,11890,0,0
1528,1,1,0
1532,1,0,1
1537,1,2,1
1540,1,1,0
1546,1,1,1
1546,1553,0,0
1553,1,2,0
1554,1,1,1
1554,2911,0,0
1554,11893,0,0
1559,1,0,1
1563,1,1,0
1565,1,1,0
1570,1,8,31
1578,1,2,4
1582,1,0,1
1584,1,3,0
1585,1,26,27
1593,1,1,0
1594,1,2,0
1595,1,6,1
1596,1,5,5
1599,1,70,67
1600,1,1,0
1601,1,1,0
1602,1,1,2
1603,1,9,4
1605,1,0,1
1611,1,1,0
1614,1,1,1
1615,1,0,1
1617,1,1,1
1622,1,2,9
1623,1,0,1
1632,1,1,0
1632,3154,0,0
1632,11894,0,0
1635,1,2,0
1637,1,1,1
1638,1,2,0
1639,1,4,10
1641,1,3,0
1641,11895,0,0
1642,1,0,16
1644,1,1,1
1645,1,1,1
1650,1,13,12
1652,1,2,5
1659,1,1,0
1665,1,1,0
1666,1,1,0
1669,1,0,1
1670,1,10,21
1672,1,2,0
1678,1,8,5
1678,1680,0,0
1680,1,7,3
1681,1,0,3
1682,1,1,4
1683,1,1,0
1684,1,0,1
1685,1,1,1
1686,1,4,3
1693,1,2,1
1693,11897,0,0
1693,1225,0,0
1694,1,1,0
1698,1,1,0
1699,1,9,7
1703,1,1,0
1704,1,2,0
1706,1,1,2
1706,1730,0,0
1707,1,2,0
1707,11898,0,0
1719,722,0,0
1719,1,2,1
1730,1,46,178
1739,1,11,31
1740,1,1,0
1740,1739,0,0
1743,1,2,1
1745,1,2,0
1748,1,1,1
1749,1,0,1
1755,1,1,0
1762,1,1,1
1765,1,1,0
1766,1,1,0
1768,1,1,0
1770,1,1,1
1771,1,0,1
1772,1,1,1
1773,1,0,2
1773,11913,0,0
1779,1,28,38
1780,1,1,0
1783,1,1,0
1787,1,1,0
1788,1,0,1
1794,1,3,1
1794,1797,0,0
1795,1,1,0
1795,1797,0,0
1796,1,0,1
1796,11899,0,0
1796,11900,0,0
1797,1,65,53
1803,1,2,0
1804,1,0,1
1805,1,2,0
1808,1,0,53
1817,1,1,0
1818,1,2,1
1818,11901,0,0
1820,1,1,1
1821,1,1,0
1824,1,2,1
1825,1,1,0
1825,11902,0,0
1828,1,1,0
1829,1,6,6
1832,1,3,0
1833,1,0,3
1836,1,4,6
1837,1836,0,0
1837,1,7,6
1840,1,0,1
1840,11903,0,0
1858,1,1,0
1859,1,1,0
1860,1,2,0
1863,1,1,0
1864,1,0,1
1865,1,1,0
1871,1,4,9
1871,11904,0,0
1872,1,1,0
1875,1,2,0
1876,1,1,0
1881,1,0,1
1883,1,4,9
1884,1,0,1
1889,1,4,0
1889,4750,0,0
1890,11905,0,0
1890,1,1,0
1892,1,1,0
1895,1,1,0
1895,11906,0,0
1898,1,0,2
1900,1,1,2
1900,4163,0,0
1908,1,1,0
1910,1,1,1
1913,1,8,10
1914,1,1,1
1916,1,3,0
1918,1,1,0
1920,1,1,6
1927,1,4,6
1929,1,1,0
1929,11909,0,0
1929,11908,0,0
1931,1,0,9
1931,11816,0,0
1934,1,1,0
1935,1,2,3
1938,1,1,0
1941,1,3,0
1942,1,1,0
1944,1,1,0
1947,1,2,2
1948,1,2,0
1950,1,2,1
1951,1,1,0
1952,1,1,0
1955,1,1,1
1956,1,1,1
1957,1,132,151
1958,1,3,7
1958,1959,0,0
1959,1,20,16
1960,11911,0,0
1960,11910,0,0
1960,1,2,0
1963,1,2,0
1964,1,2,0
1967,1,2,0
1968,1,0,1
1971,1,3,2
1978,1,3,0
1984,1,1,2
1990,1,0,1
1991,1,0,1
1991,11912,0,0
1998,1,1,0
2003,1,1,0
2006,1,1,0
2007,1,7,5
2008,1,1,2
2009,1,2,0
2011,1,0,1
2017,1,2,2
2018,1,1,0
2019,1,1,2
2026,1,0,1
2028,1,1,0
2033,1,0,1
2035,1,1,0
2037,1,2,2
2039,1,12,9
2040,1,2,0
2042,1,19,4
2042,11914,0,0
2042,11916,0,0
2042,11915,0,0
2044,1,0,2
2048,1,44,52
2049,1,1,0
2050,1,2,2
2051,1,2,1
2054,1,1,0
2059,1,5,4
2059,11917,0,0
2059,11919,0,0
2062,1,1,1
2063,1,0,1
2070,1,2,1
2072,1,1,0
2078,1,0,1
2087,1,1,1
2088,1,1,0
2089,1,1,0
2090,1,2,0
2090,11920,0,0
2090,398,0,0
2091,1,3,21
2091,11921,0,0
2098,1,2,1
2099,1,1,0
2102,1,1,2
2112,1,0,1
2119,1,0,4
2120,388,0,0
2120,1,1,0
2122,1,1,0
2126,1,2,0
2127,1,1,0
2130,1,1,0
2131,1,1,0
2132,1,1,0
2133,1,1,4
2134,1,0,1
2141,1,0,2
2142,1,1,0
2143,1,3,1
2146,1,1,0
2147,1,1,0
2148,1,1,0
2149,1,1,0
2150,1,0,3
2152,3051,0,0
2152,1,1,0
2155,1,7,7
2156,1,2,0
2158,1,0,1
2158,11923,0,0
2162,1,2,0
2167,1,1,0
2169,1,1,0
2171,1,0,2
2171,11924,0,0
2174,1,1,0
2174,5015,0,0
2174,11925,0,0
2181,1,1,1
2183,1,1,0
2186,1,1,0
2188,1,2,0
2189,1,0,1
2197,1,2,5
2198,1,0,1
2199,1,4,3
2200,1,2,2
2201,1,1,1
2203,1,2,2
2205,1,3,0
2213,1,2,0
2214,1,0,2
2215,1,1,0
2216,1,1,0
2217,1,0,1
2218,1,1,0
2220,1,1,0
2226,1,2,0
2227,1,1,0
2232,1,29,8
2232,2235,0,0
2233,1,1,0
2233,11926,0,0
2233,2235,0,0
2233,2560,0,0
2235,1,24,122
2239,1,2,1
2246,1,11,14
2248,1,0,1
2248,2246,0,0
2250,1,2,2
2255,1,1,1
2258,1,1,0
2259,1,0,9
2264,1,2,0
2265,1,2,1
2268,1,1,0
2270,1,3,1
2275,1,1,0
2277,1,0,1
2277,2279,0,0
2278,1,0,1
2279,1,3,32
2280,1,1,2
2283,1,20,19
2288,1,1,0
2289,1,0,1
2289,11927,0,0
2295,1,4,1
2295,1927,0,0
2299,1,0,3
2300,1,2,0
2300,11861,0,0
2304,1,2,2
2305,1,1,0
2307,1,0,1
2308,1,1,0
2309,1,1,2
2312,1,1,2
2313,1,0,1
2314,1,1,0
2316,1,1,0
2319,1,1,4
2323,1,4,1
2325,1,3,1
2329,1,0,1
2331,1,1,0
2333,1,1,1
2337,1,22,1
2337,1218,0,0
2337,11929,0,0
2339,1,0,2
2341,1,1,0
2343,1,3,1
2344,1,1,2
2353,1,10,0
2353,2235,0,0
2353,11930,0,0
2353,2357,0,0
2355,1,1,4
2357,1,530,877
2357,4082,0,0
2357,2367,0,0
2361,1,0,3
2361,11931,0,0
2361,2357,0,0
2361,2367,0,0
2367,1,1,9
2367,2357,0,0
2369,1,1,0
2372,1,1,2
2373,1,1,0
2373,11933,0,0
2373,11932,0,0
2377,1,1,0
2380,1,3,0
2387,1,1,0
2388,1,0,2
2388,2392,0,0
2391,1,1,0
2391,2392,0,0
2391,11936,0,0
2392,3051,0,0
2392,1,1,12
2397,1,1,1
2399,1,1,1
2405,1,0,1
2406,1,1,0
2407,1,1,0
2408,1,1,0
2409,1,1,0
2411,1,1,0
2411,2412,0,0
2412,1,1,0
2415,1,1,0
2416,1,1,0
2417,1,1,0
2420,1,4,0
2423,1,1,0
2425,1,1,1
2432,1,1,1
2434,1,1,0
2435,1,0,2
2435,11937,0,0
2435,1730,0,0
2437,1,0,4
2442,1,1,0
2443,1,1,1
2451,1,1,0
2452,1,0,1
2453,1,2,4
2454,1,1,0
2462,1,1,1
2463,1,0,1
2472,1,0,2
2473,1,1,0
2478,1,3,2
2478,11938,0,0
2478,2486,0,0
2479,1,1,0
2479,11939,0,0
2479,2486,0,0
2486,1,95,194
2487,1,5,6
2488,1,0,1
2489,1,1,0
2494,1,1,0
2500,11942,0,0
2500,1,0,1
2500,11941,0,0
2508,1,1,0
2509,1,1,0
2514,1,0,4
2515,1,1,0
2517,1,1,2
2518,1,2,0
2519,1,0,4
2521,1,1,0
2523,1,0,1
2531,1,0,1
2533,1,1,0
2535,489,0,0
2535,1,1,0
2540,1,7,2
2545,1,2,0
2546,1,1,0
2548,1,1,2
2549,11947,0,0
2549,1,1,1
2551,1,1,1
2552,1,0,1
2553,1,0,1
2555,1,8,0
2555,11840,0,0
2560,1,9,32
2560,2235,0,0
2560,11948,0,0
2564,1,1,0
2566,1,3,3
2567,1,1,0
2570,1,1,0
2575,1,114,71
2581,1,0,1
2584,1,0,1
2586,1,0,4
2587,1,0,2
2588,1,1,0
2592,1,3,0
2593,1,1,0
2594,1,0,2
2599,1,2,0
2600,1,1,0
2601,1,3,4
2603,1,1,2
2605,1,1,0
2608,1,1,0
2615,1,0,16
2618,1,8,4
2620,1,5,4
2621,1,1,1
2626,1,0,2
2629,1,2,2
2644,1,1,0
2650,1,3,0
2653,1,0,1
2654,1,1,1
2656,1,0,1
2657,1,6,0
2658,1,1,0
2658,1218,0,0
2658,5017,0,0
2658,11950,0,0
2659,1,1,0
2660,1,2,1
2664,1,1,0
2674,1,1,0
2679,1,0,1
2680,1,2,0
2680,11951,0,0
2681,1,0,1
2684,1,1,0
2685,1,1,0
2687,1,0,1
2689,1,0,1
2690,1,8,2
2691,1,0,1
2693,1,5,12
2696,1,3,3
2696,2697,0,0
2697,1,0,1
2703,1,10,8
2705,1,0,21
2707,1,1,2
2710,1,1,0
2710,11953,0,0
2713,1,1,0
2714,1,0,1
2716,1,3,0
2723,1,1,0
2727,1,1,3
2729,1,1,0
2732,1,5,6
2735,1,3,0
2736,1,1,0
2739,1,0,1
2739,3802,0,0
2741,1,1,0
2742,1,1,1
2749,1,1,0
2750,1,1,0
2751,1,46,21
2754,1,0,1
2755,1,1,0
2755,11955,0,0
2757,1,3,0
2758,1,44,46
2759,1,0,1
2760,1,10,5
2762,1,1,1
2776,3051,0,0
2776,1,0,1
2776,3233,0,0
2776,11956,0,0
2776,2357,0,0
2777,1,0,2
2777,3333,0,0
2779,1,1,0
2790,11957,0,0
2790,1,1,0
2792,1,2,2
2795,1,0,1
2795,11958,0,0
2795,11958,0,0
2802,1,0,1
2806,1,2,0
2809,1,1,0
2809,1212,0,0
2809,1218,0,0
2810,2809,0,0
2810,1,4,0
2810,1218,0,0
2811,2809,0,0
2811,1,1,0
2812,2809,0,0
2812,1,3,0
2812,2810,0,0
2812,1218,0,0
2814,1,1,7
2814,2815,0,0
2815,1,0,13
2839,1,1,2
2841,1,1,0
2842,1,1,2
2844,1,11,0
2844,11959,0,0
2848,1,0,1
2857,1,1,4
2858,1,0,1
2866,1,0,1
2868,1,1,2
2870,1,0,1
2873,1,0,1
2878,1,1,0
2883,1,3,6
2885,1,0,1
2886,1,0,1
2893,1,0,1
2901,959,0,0
2901,1,1,0
2901,11816,0,0
2901,11960,0,0
2903,1,2,0
2911,1,6,5
2911,1554,0,0
2912,1,0,1
2916,1,2,0
2926,1,2,0
2932,1,2,11
2936,1,1,0
2937,1,0,1
2938,1,1,1
2946,1,0,1
2947,1,0,1
2948,1,0,1
2952,1,5,4
2952,1225,0,0
2971,1,0,4
2981,1,0,1
2989,1,1,8
2990,1,1,0
2991,1,1,1
2992,1,1,1
3000,1,1,2
3001,1,0,3
3012,1,2,0
3015,1,0,1
3021,1,13,3
3021,3026,0,0
3021,11961,0,0
3023,1,1,2
3023,3025,0,0
3025,1,0,13
3026,11962,0,0
3026,1,68,102
3026,3025,0,0
3027,1,1,0
3027,11963,0,0
3029,1,1,0
3035,11965,0,0
3035,1,0,3
3036,1,0,1
3038,1,0,1
3040,1,3,1
3045,1,0,1
3047,1,0,2
3051,1,57,212
3054,3051,0,0
3054,722,0,0
3054,1,0,2
3054,11967,0,0
3054,2392,0,0
3054,2392,0,0
3056,3051,0,0
3056,1,0,3
3056,2392,0,0
3058,1,7,4
3064,1,1,0
3067,1,3,1
3067,11979,0,0
3069,1,37,15
3070,1,51,58
3070,11980,0,0
3072,1,0,1
3081,1,1,0
3083,1,8,4
3098,1,1,0
3115,1,0,2
3118,1,0,1
3131,1,0,2
3132,1,2,1
3137,1,3,0
3140,1,6,0
3141,1,0,1
3147,1,0,1
3148,1,3,0
3150,1,1,0
3154,1,4,1
3155,1,0,3
3157,1,0,5
3160,1,1,1
3163,1,1,0
3164,1,1,0
3168,1,1,5
3169,1,1,1
3170,1,1,0
3172,1,1,0
3173,1,2,0
3174,1,3,3
3175,1,0,1
3176,1,3,9
3176,1226,0,0
3177,3170,0,0
3177,1,2,0
3178,1,4,2
3181,1,1,0
3184,1,1,0
3185,1,2,1
3190,1,2,0
3192,1,1,0
3195,1,1,0
3196,1,1,0
3197,1,4,0
3199,1,1,0
3200,1,0,1
3202,1,2,0
3206,1,0,1
3208,1,1,2
3208,11969,0,0
3210,1,1,0
3217,1,26,18
3217,2357,0,0
3218,1,3,0
3219,1,1,0
3223,1,3,0
3225,1,3,3
3227,1,3,1
3232,1,14,15
3232,2357,0,0
3233,1,3,3
3234,1,1,0
3245,1,0,1
3251,1,0,1
3252,1,1,0
3262,1,1,1
3265,1,1,0
3272,1,3,2
3274,1,5,3
3276,1,1,0
3277,1,11,1
3282,1,2,0
3283,1,0,1
3285,1,1,0
3286,1,7,5
3288,1,1,0
3289,1,31,44
3290,1,5,0
3293,1,1,0
3295,1,2,2
3296,1,5,2
3299,1,0,1
3300,1,2,0
3301,1,1,3
3304,1,5,2
3304,5026,0,0
3306,1,4,1
3311,1,1,0
3315,1,4,1
3315,3316,0,0
3316,1,1,0
3317,1,3,0
3320,1,0,1
3321,1,1,0
3328,1,1,0
3329,1,0,1
3330,1,0,1
3332,1,2,8
3333,1,0,1
3336,1,1,3
3336,11971,0,0
3345,1,0,2
3347,1,1,0
3350,1,21,18
3353,1,31,12
3356,1,3,2
3357,1,1,0
3358,1,0,1
3361,1,0,1
3362,1,1,0
3362,11972,0,0
3362,11973,0,0
3366,1,1,0
3373,1,1,0
3379,1,1,0
3380,1,1,0
3381,1,1,3
3385,1,3,0
3389,1,1,0
3390,1,3,2
3392,1,1,23
3392,11974,0,0
3394,1,1,0
3401,1,4,6
3402,1,3,2
3403,1,0,3
3404,1,1,0
3407,1,0,1
3408,1,1,0
3409,1,1,0
3410,1,1,0
3412,1,3,5
3413,1,1,0
3414,1,0,1
3416,1,1,0
3421,1,4,2
3422,1,14,7
3428,1,12,19
3429,1,2,0
3433,1,0,1
3441,1,2,4
3443,1,0,1
3445,1,1,0
3445,11975,0,0
3446,1,0,1
3449,1,0,1
3453,1,2,5
3454,1,1,1
3455,1,3,3
3455,11977,0,0
3455,11976,0,0
3457,1,1,0
3458,1,1,0
3459,1,8,8
3459,11978,0,0
3460,1,0,1
3463,1,90,206
3466,1,1,0
3473,813,0,0
3473,11985,0,0
3473,1,0,2
3473,11984,0,0
3478,1,2,0
3488,1,1,0
3489,1,0,1
3501,1,1,0
3503,1,3,3
3505,1,15,18
3506,1,0,1
3512,1,4,2
3513,1,1,0
3514,1,1,0
3516,1,0,2
3517,1,18,17
3521,1,0,1
3523,489,0,0
3523,1,0,1
3524,1,1,0
3526,1,1,0
3528,1,13,1
3532,1,2,2
3533,1,3,0
3535,1,1,1
3537,1,1,0
3538,1,1,0
3540,1,0,1
3544,1,0,2
3544,11981,0,0
3546,1,0,1
3547,1,1,0
3549,1,1,0
3551,1,1,1
3552,1,1,2
3553,1,2,3
3555,1,1,1
3555,3553,0,0
3555,11982,0,0
3557,1,0,1
3560,1,3,6
3561,3560,0,0
3561,1,2,0
3561,1240,0,0
3564,1,1,0
3565,1,1,1
3570,1,0,1
3572,1,1,0
3579,1,12,27
3581,1,1,0
3583,1,1,0
3585,1,0,1
3589,1,49,75
3591,1,1,0
3593,1,4,0
3599,1,3,3
3608,1,1,0
3612,1,2,0
3614,1,2,0
3619,1,16,0
3619,11987,0,0
3621,1,1,0
3628,1,2,0
3628,11988,0,0
3628,3680,0,0
3629,1,4,33
3630,1,4,0
3636,1,6,0
3636,3629,0,0
3637,1,22,0
3637,11990,0,0
3639,1,2,2
3643,1,16,15
3643,11840,0,0
3658,1,1,0
3660,1,0,1
3663,1,1,0
3668,1,2,0
3668,11992,0,0
3670,1,1,1
3672,1,2,0
3672,3680,0,0
3674,1,1,0
3674,3680,0,0
3677,1,0,1
3677,11993,0,0
3680,1,2,0
3680,11994,0,0
3687,1,2,2
3688,1,3,0
3700,1,1,0
3703,1,1,0
3709,1,1,0
3711,1,1,0
3712,3035,0,0
3712,1,1,0
3713,1,1,0
3716,1,1,0
3717,1,1,1
3718,1,1,0
3719,1,1,0
3720,1,2,0
3721,1,1,0
3723,1,1,0
3725,1,1,0
3728,1,3,2
3738,11996,0,0
3738,1,1,1
3742,1,0,1
3743,1,1,0
3748,1,1,1
3766,1,4,2
3767,1,1,1
3769,1,1,0
3770,1,1,1
3772,1,0,1
3773,1,1,18
3786,1,1,0
3787,1,1,4
3788,1,1,1
3789,1,3,1
3793,1,1,2
3794,1,1,0
3794,11997,0,0
3796,1,1,1
3802,11998,0,0
3802,1,4,4
3804,1,6,0
3806,1,1,0
3813,1,1,0
3818,1,1,1
3820,1,2,4
3822,1,1,1
3829,1,0,2
3836,1,0,2
3837,1,1,1
3838,3836,0,0
3838,1,1,0
3838,4442,0,0
3843,1,1,0
3853,1,5,2
3854,1,1,2
3855,1,8,11
3859,1,1,0
3861,1,7,13
3862,1,1,1
3867,1,0,1
3867,1935,0,0
3869,1,0,1
3871,1,3,1
