56705
1,9254
2,334
2,474
2,1142
2,1143
2,1144
2,9274
2,10076
2,13413
3,111
3,129
3,142
3,229
3,277
3,347
3,622
3,1327
3,2050
3,3346
3,4378
3,6061
3,6175
3,7332
3,8230
3,8377
3,8381
3,8912
3,9100
3,10802
3,10881
3,10901
3,15682
4,1210
4,2481
4,6482
4,9504
4,10753
4,13103
5,205
5,231
5,352
5,2937
5,13385
6,578
6,6615
6,9381
6,9382
7,319
8,21
8,10590
8,15052
9,1574
9,1576
9,1588
9,1726
9,3545
9,5616
10,91
10,91
10,104
10,1781
10,3488
10,10793
10,10794
10,10795
10,10796
10,10797
10,10798
10,10799
11,7073
11,7074
12,7040
12,8653
12,9498
12,11737
12,12798
12,16899
13,216
13,7218
14,80
14,162
14,14053
14,15579
14,16413
15,258
15,259
15,260
15,283
15,1600
15,7476
15,7479
15,7816
16,1600
16,12924
17,73
17,1601
17,1606
17,12895
17,12914
17,16009
18,91
19,298
19,7625
19,8723
19,12976
19,13012
20,882
20,2398
21,8
21,968
21,4019
22,6698
22,12574
22,12639
22,14240
23,410
23,7215
23,10878
23,18258
24,1187
24,2052
24,3766
25,26
25,506
25,2053
25,2611
25,4536
25,4920
25,5378
25,5821
25,5968
25,6352
25,6846
25,7464
25,15894
25,15901
26,25
26,264
26,278
26,1357
26,2611
26,3749
26,4098
26,4427
26,4536
26,4920
26,5821
26,5938
26,5968
26,6352
26,6846
26,7464
27,275
27,1523
27,7662
27,9356
28,29
28,357
28,7535
28,7703
28,8533
28,14852
29,28
29,7535
29,7654
29,7663
29,8372
29,10332
30,865
30,1299
30,5207
30,5633
30,6158
30,6768
30,7532
30,13750
30,13840
31,487
31,5009
31,5096
32,6066
32,7481
32,13732
32,13739
33,7480
34,480
34,1185
34,3451
34,6299
34,14256
35,522
35,532
35,560
35,2674
35,3621
35,5441
35,10565
36,337
36,953
36,10294
36,14701
37,1818
37,2691
37,3208
37,5601
37,5606
37,5947
37,9839
38,39
38,1818
38,1819
38,5916
38,6237
38,7466
38,8224
39,38
39,1830
39,4817
39,6011
39,6012
39,6013
39,6014
39,8224
39,9287
40,1820
40,1830
40,2953
40,5165
40,5917
40,7739
41,1151
41,1831
41,2245
41,5933
41,7548
41,7549
41,9697
42,1279
42,6711
42,6763
43,1242
43,14492
44,45
44,1199
44,1392
44,4993
44,5845
44,7104
44,12249
45,44
45,1392
45,1483
45,2129
45,5246
45,7922
45,9064
45,9079
45,10628
46,2829
47,720
47,8830
48,1101
48,2072
48,9372
48,11282
48,12698
48,14426
48,14427
48,15589
48,15610
49,1295
49,4024
49,6252
49,7784
50,2357
50,2511
50,3574
50,4029
50,7237
50,8021
50,8701
50,10888
50,11256
51,872
51,5880
51,6659
51,6820
51,10830
51,10838
52,850
52,4892
52,5880
52,7955
52,10029
52,10820
52,10823
53,5096
53,5207
53,6768
53,7979
53,13742
53,15542
54,2170
54,2225
54,8494
54,8518
54,8520
54,9391
54,15704
54,16203
54,17412
55,2213
56,143
56,302
56,343
56,3535
56,6416
56,10267
56,10974
56,11191
56,11272
56,14047
57,471
57,1127
57,1305
57,2087
57,2255
57,3430
57,7335
58,10936
58,13252
58,13515
59,955
59,1261
60,1301
60,1430
61,454
61,2105
61,4580
61,5476
61,10718
62,1693
62,3168
62,7683
62,8332
63,97
63,126
63,3531
63,5898
63,15123
63,15741
63,16451
64,2125
64,2413
64,2940
64,3879
64,7547
64,9253
64,9456
64,15342
65,277
65,13868
66,324
66,2314
66,2505
66,3438
66,7168
66,7995
66,16967
66,16968
66,16969
66,16970
66,16971
67,908
67,909
67,3406
67,9575
67,9865
68,447
68,448
68,4460
68,5914
68,8658
68,9137
68,13269
69,442
70,2992
70,3910
70,3911
70,4567
71,1608
71,1982
71,9470
71,12471
71,12897
71,12922
71,17449
71,17450
71,17451
71,17452
71,17453
72,100
72,234
73,17
73,1608
73,1609
73,7312
73,9500
73,12895
73,12901
73,17431
73,17432
73,17433
73,17434
73,17435
73,17436
73,17437
73,17438
73,17439
73,17440
73,17441
74,75
74,12929
74,13155
75,74
75,583
75,1429
75,1608
75,1610
75,7465
75,12377
75,12900
75,12904
75,12929
75,13155
75,17442
75,17444
75,17445
75,17446
75,17447
76,102
76,412
76,6292
76,12247
77,1693
77,3761
77,5550
77,6437
77,7436
77,15727
78,1193
78,4211
78,8669
78,9335
78,9337
78,10157
78,10190
78,13169
79,671
79,1942
79,8198
79,10497
80,14
80,8541
80,10745
80,12140
80,14304
80,16196
80,16413
80,16627
81,558
81,7537
81,9328
81,14702
82,179
82,5965
82,6508
82,7280
82,15599
82,16169
82,16192
83,117
83,117
83,5767
84,3915
84,4470
84,7179
84,10647
84,12195
85,802
85,906
85,2092
86,2049
86,2904
87,385
87,2546
87,3182
87,4546
