Source_ID	Source_Name	Target_ID	Target_Name	Interaction
#9202a8c04000641f800000000b5d2610	William Alvey Darwin	#9202a8c04000641f800000000b5d2642		sibling_s
#9202a8c04000641f800000000b5d2610	William Alvey Darwin	#9202a8c04000641f800000000b5d2676		sibling_s
#9202a8c04000641f800000000b5d2610	William Alvey Darwin	#9202a8c04000641f800000000b5d2699		sibling_s
#9202a8c04000641f800000000b5d2610	William Alvey Darwin	#9202a8c04000641f800000000b5d26db		sibling_s
#9202a8c04000641f800000000b5d25fc	Susannah Darwin	#9202a8c04000641f800000000584a07f	Elizabeth Hill	parents
#9202a8c04000641f800000000b5d25fc	Susannah Darwin	#9202a8c04000641f800000000584a078	Robert Darwin of Elston	parents
#9202a8c04000641f800000000b5d25fc	Susannah Darwin	#9202a8c04000641f800000000b5d25fb		sibling_s
#9202a8c04000641f800000000b5d25fc	Susannah Darwin	#9202a8c04000641f800000000b5d2699		sibling_s
#9202a8c04000641f800000000b5d25fc	Susannah Darwin	#9202a8c04000641f800000000b5d269e		sibling_s
#9202a8c04000641f800000000b5d25fc	Susannah Darwin	#9202a8c04000641f800000000b5d2727		sibling_s
#9202a8c04000641f800000000b5d2606	John Darwin	#9202a8c04000641f800000000584a07f	Elizabeth Hill	parents
#9202a8c04000641f800000000b5d2606	John Darwin	#9202a8c04000641f800000000b5d2605		sibling_s
#9202a8c04000641f800000000b5d2606	John Darwin	#9202a8c04000641f800000000b5d26db		sibling_s
#9202a8c04000641f800000000b5d2606	John Darwin	#9202a8c04000641f800000000b5d26e0		sibling_s
#9202a8c04000641f800000000b5d2606	John Darwin	#9202a8c04000641f800000000b5d270f		sibling_s
#9202a8c04000641f800000000b5d2606	John Darwin	#9202a8c04000641f800000000b5d2727		sibling_s
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f8000000000bc0fda	Charles Colyear, 2nd Earl of Portmore	parents
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f800000000090206e	Francis Sacheverel Darwin	children
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f8000000013aaf004	Harriott Maling	children
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f8000000013aaf018	Henry Darwin	children
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f8000000013aaf01f	Edward Darwin	children
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f8000000013aaf00b	Frances Anne Violetta Darwin	children
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f8000000013aaf026	John Darwin	children
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f8000000013aaf011	Emma Georgina Elizabeth Darwin	children
#9202a8c04000641f800000000584a0d0	Elizabeth Pole	#9202a8c04000641f800000002048acf6		spouse_s
#9202a8c04000641f800000000faecd7f	Mary Aylward	#9202a8c04000641f8000000000633633	Charles Howard, 10th Duke of Norfolk	children
#9202a8c04000641f800000000faecd7f	Mary Aylward	#9202a8c04000641f800000000faece04		spouse_s
#9202a8c04000641f800000000faecd87	Henry Charles Howard	#9202a8c04000641f800000000faecdee	Lord Charles Howard	parents
#9202a8c04000641f800000000faecd87	Henry Charles Howard	#9202a8c04000641f8000000000633633	Charles Howard, 10th Duke of Norfolk	children
#9202a8c04000641f800000000faecd87	Henry Charles Howard	#9202a8c04000641f800000000faece04		spouse_s
